page_nos,article_title,article_link,article_hint,article_tags 
70,Convert an Excel column into a list of vectors in R,https://www.geeksforgeeks.org/convert-an-excel-column-into-a-list-of-vectors-in-r/,"In this article, we will be discussing the different approaches to convert the Excel columns to vector in the R Programming language. File in use:… ","Picked, R-Excel, R Language"
71,How to export dataframe to RDATA file in R ?,https://www.geeksforgeeks.org/how-to-export-dataframe-to-rdata-file-in-r/,"In this, article we are going to save the information of a data frame in a RDATA file and display the information of the file… ","Picked, R-FileHandling, R Language"
71,Create a correlation matrix from a DataFrame of same data type in R,https://www.geeksforgeeks.org/create-a-correlation-matrix-from-a-dataframe-of-same-data-type-in-r/,"A correlation matrix is a type of table showing correlation coefficients between variables. Here, each cell in the table shows the correlation between two variables.… ","Picked, R-DataFrame, R Language"
71,Convert an Excel column into a list of vectors in R,https://www.geeksforgeeks.org/convert-an-excel-column-into-a-list-of-vectors-in-r/,"In this article, we will be discussing the different approaches to convert the Excel columns to vector in the R Programming language. File in use:… ","Picked, R-Excel, R Language"
71,How to convert Excel column to vector in R ?,https://www.geeksforgeeks.org/how-to-convert-excel-column-to-vector-in-r/,"In this article, we will be looking at the different approaches to convert the Excel columns to vector in R Prgramming language. The approaches to… ","Picked, R-Excel, R Language, R Programs"
71,How to convert excel content into DataFrame in R ?,https://www.geeksforgeeks.org/how-to-convert-excel-content-into-dataframe-in-r/,"R Programming Language allows us to read and write data into various files like CSV, Excel, XML, etc. In this article, we are going to… ","Picked, R-Excel, R Language"
71,How to Format date using strftime() in Python ?,https://www.geeksforgeeks.org/how-to-format-date-using-strftime-in-python/,"In this article, we will see how to format date using strftime() in Python. localtime() and gmtime() returns a tuple representing a time and this… ","Picked, Python-datetime, Python"
71,Accenture Interview Experience (Off-Campus),https://www.geeksforgeeks.org/accenture-interview-experience-off-campus/,I had applied for Accenture Off-Campus in the month of April 2021. I got an email that my rounds are going to be held from… ,"Accenture, Marketing, Off-Campus, Interview Experiences"
71,Minimize cost to convert all occurrences of each distinct character to lowercase or uppercase,https://www.geeksforgeeks.org/minimize-cost-to-convert-all-occurrences-of-each-distinct-character-to-lowercase-or-uppercase/,"Given a string S consisting of N alphabets and two positive integers L and U, representing the cost of converting any character to lowercase and… ","frequency-counting, Greedy, Hash, Mathematical, Strings"
71,Sort array of strings after sorting each string after removing characters whose frequencies are not a powers of 2,https://www.geeksforgeeks.org/sort-array-of-strings-after-sorting-each-string-after-removing-characters-whose-frequencies-are-not-a-powers-of-2/,"Given an array arr[] consisting of N strings, the task is to sort the array in ascending order after modifying each string by removing all… ","array-rearrange, frequency-counting, maths-power, Arrays, Hash, Mathematical, Searching, Sorting, Strings"
71,Modify string by replacing all occurrences of given characters by specified replacing characters,https://www.geeksforgeeks.org/modify-string-by-replacing-all-occurrences-of-given-characters-by-specified-replacing-characters/,"Given a string S consisting of N lowercase alphabets and an array of pairs of characters P[][2], the task is to modify the given string… ","frequency-counting, Arrays, Hash, Searching, Strings"
71,Count prime numbers up to N that can be represented as a sum of two prime numbers,https://www.geeksforgeeks.org/count-prime-numbers-up-to-n-that-can-be-represented-as-a-sum-of-two-prime-numbers/,"Given a positive integer N, the task is to find the count of prime numbers less than or equal to N that can be represented… ","Prime Number, sieve, Mathematical"
71,Count numbers up to C that can be reduced to 0 by adding or subtracting A or B,https://www.geeksforgeeks.org/count-numbers-up-to-c-that-can-be-reduced-to-0-by-adding-or-subtracting-a-or-b/,"Given three non-negative integers A, B, and C, the task is to count the numbers in the range [1, C] that can be reduced to… ","HCF, Greedy, Mathematical"
71,Maximum value of arr[i] + arr[j] + i – j for any pair of an array,https://www.geeksforgeeks.org/maximum-value-of-arri-arrj-i-j-for-any-pair-of-an-array/,"Given an array arr[] consisting of N integers, the task is to find the maximum value of (arr[i] + arr[j] + i − j) for… ","Arrays, Mathematical, Searching"
71,Smallest Semi-Prime Number with at least N difference between any two of its divisors,https://www.geeksforgeeks.org/smallest-semi-prime-number-with-at-least-n-difference-between-any-two-of-its-divisors/,"Given a positive integer N, the task is to find the smallest semi-prime number such that the difference between any of its two divisors is… ","Prime Number, sieve, Mathematical, Searching"
71,XMLFormatter in Java Logging API,https://www.geeksforgeeks.org/xmlformatter-in-java-logging-api/,"In the software development cycle, always it is good to record the set of actions that are getting done. Recording the actions are called Logging.… ","Picked, Java"
72,How to Solve ConcurrentModificationException in Java?,https://www.geeksforgeeks.org/how-to-solve-concurrentmodificationexception-in-java/,"An unaccepted, unwanted event that disturbed the normal flow of a program is called an Exception. Most of the time exception is caused by our… ","Java-Exceptions, How To, Java"
72,Check if it is possible to obtain a Balanced Parenthesis by shifting brackets to either end at most K times,https://www.geeksforgeeks.org/check-if-it-is-possible-to-obtain-a-balanced-parenthesis-by-shifting-brackets-to-either-end-at-most-k-times/,"Given a string S of size N consisting of only ‘(‘ and ‘)’ only and a positive integer K, the task is to check if… ","Parentheses-Problems, Mathematical, Strings"
72,Check if a number can be represented as product of two positive perfect cubes,https://www.geeksforgeeks.org/check-if-a-number-can-be-represented-as-product-of-two-positive-perfect-cubes/,"Given a positive integer N, the task is to check if the given number N can be represented as the product of two positive perfect… ","maths-cube, maths-perfect-cube, Hash, Mathematical, Searching"
72,Find the last element after repeatedly removing every second element from either end alternately,https://www.geeksforgeeks.org/find-the-last-element-after-repeatedly-removing-every-second-element-from-either-end-alternately/,"Given an array arr[] consisting of N integers, the task is to find the last remaining array element after removing every second element, starting from… ","array-rearrange, Arrays, Greedy, Pattern Searching"
72,Credit Suisse Interview Experience,https://www.geeksforgeeks.org/credit-suisse-interview-experience/,I have recently given an interview for the C++ Developer role at Credit Suisse. Round 1: The first round was an online test with 15… ,"Credit Suisse, Marketing, Interview Experiences"
72,CGI Interview Experience for Associate Software Engineer,https://www.geeksforgeeks.org/cgi-interview-experience-for-associate-software-engineer/,"Hi guys, I applied to CGI in Jan 2021, for the Associate Software Engineer role. The CGI interview process is quite simple, it took a… ","CGI, Marketing, Interview Experiences"
72,Program to find the Eccentricity of an Ellipse,https://www.geeksforgeeks.org/program-to-find-the-eccentricity-of-an-ellipse/,"Given two positive integers A and B, representing the length of the semi-major and semi-minor axis of an ellipse of the equation , the task is… ","Coordinate Geometry, Geometric, Mathematical"
72,Addition Rule for Probability,https://www.geeksforgeeks.org/addition-rule-for-probability/,"As a Part of Society, communication with people around is very common, and not all communications include facts. Facts are the Universal truth that we… ","Picked, Probability, Class 10, School Learning, School Mathematics"
72,Construction of Similar Triangles,https://www.geeksforgeeks.org/construction-of-similar-triangles/,"The basic construction techniques allow constructing perpendicular bisectors, angle bisectors, and so on. These basic techniques can be used for more complex constructions. These constructions… ","triangle, Class 10, School Learning, School Mathematics"
72,What is HTML ?,https://www.geeksforgeeks.org/what-is-html/,"In this article we are going to talk about HTML, its features, why to learn HTML and at last advantages and disadvantages so let’s start;… ","HTML-Attributes, HTML-Basics, HTML-Tags, Picked, HTML, Web Technologies"
72,Combination of Resistors,https://www.geeksforgeeks.org/combination-of-resistors/,"The flow of charged particles is referred to as electrical current. In current electricity, the charge flow would be continuous. A current of electricity travels… ","Picked, Class 10, School Learning, School Physics"
72,How to replace line breaks with <br> using JavaScript ?,https://www.geeksforgeeks.org/how-to-replace-line-breaks-with-br-using-javascript/,Given a multiline string and the task is to replace line breaks with <br> tag. Example: Input: `Geeks for Geeks is a computer science portal… ,"javascript-functions, JavaScript-Methods, JavaScript-Questions, JavaScript-RegExp, javascript-string, JavaScript, Web Technologies"
72,How to write a program that will return true if the bottom of the page is visible in JavaScript ?,https://www.geeksforgeeks.org/how-to-write-a-program-that-will-return-true-if-the-bottom-of-the-page-is-visible-in-javascript/,The task is to return true if the bottom of the page is visible. We can achieve this by simply using the height of the… ,"javascript-basics, JavaScript-Events, JavaScript-Methods, JavaScript-Questions, Picked, JavaScript, Web Technologies"
72,How to set padding around an element using CSS ?,https://www.geeksforgeeks.org/how-to-set-padding-around-an-element-using-css/,"In this article, we will learn How to set the padding around an element using CSS. Approach: The padding is the space between the content… ","CSS-Basics, CSS-Properties, CSS-Questions, Picked, CSS, Web Technologies"
72,How to check if the provided value is an object created by the Object constructor in JavaScript ?,https://www.geeksforgeeks.org/how-to-check-if-the-provided-value-is-an-object-created-by-the-object-constructor-in-javascript/,"In this article, we will learn how to check if the provided value is an object created by the Object constructor in JavaScript. Almost all… ","javascript-object, JavaScript-Questions, Picked, JavaScript, Web Technologies"
73,How to add special characters to text to print in color in the console in JavaScript ?,https://www.geeksforgeeks.org/how-to-add-special-characters-to-text-to-print-in-color-in-the-console-in-javascript/,The purpose of this article is to add special characters to text to print in color in the console in JavaScript. Approach: The ANSI escape… ,"javascript-basics, Picked, JavaScript, Web Technologies"
73,How to dynamically change color by percentage CSS ?,https://www.geeksforgeeks.org/how-to-dynamically-change-color-by-percentage-css/,"In this article, we will learn How to dynamically change color by percentage CSS. Approach: We can dynamically change the color of any element by… ","CSS-Basics, CSS-Properties, CSS-Questions, Picked, CSS, Web Technologies"
73,How to convert two-dimensional array into an object in JavaScript ?,https://www.geeksforgeeks.org/how-to-convert-two-dimensional-array-into-an-object-in-javascript/,"In this article, we will learn how to convert a two-dimensional array to an object. A two-dimensional array can have any number of rows and… ","javascript-array, JavaScript-Methods, javascript-object, JavaScript, Web Technologies"
73,How to use autocomplete search in jQuery ?,https://www.geeksforgeeks.org/how-to-use-search-autocomplete-in-jquery/,"In this article, we are going to see how to use search auto-complete in JQuery. For this, we are going to use the jQuery inbuilt… ","HTML-Tags, jQuery-Methods, jQuery-Questions, JQuery, Web Technologies"
73,How to specify one or more forms the object belongs to ?,https://www.geeksforgeeks.org/how-to-specify-one-or-more-forms-the-object-belongs-to/,"The purpose of this article is to specify one or more forms the object belongs to. In simple words, we just have to create a… ","HTML-Basics, HTML-Questions, HTML-Tags, HTML5, Picked, HTML, Web Technologies"
73,How to specify one or more forms the keygen element belongs to ?,https://www.geeksforgeeks.org/how-to-specify-one-or-more-forms-the-keygen-element-belongs-to/,The task is to specify one or more forms the keygen element belongs to. You can easily do this by using the form attribute which… ,"HTML-Basics, HTML-Tags, HTML5, Picked, HTML, Web Technologies"
73,How to count number of data types in an array in JavaScript ?,https://www.geeksforgeeks.org/how-to-count-number-of-data-types-in-an-array-in-javascript/,"Given an array and the task is to count the number of data types used to create that array. Example: Input: [1, true, “hello”, [],… ","javascript-array, JavaScript-Methods, JavaScript-Questions, JavaScript, Web Technologies"
73,How to create Text Editor using Javascript and HTML ?,https://www.geeksforgeeks.org/how-to-create-text-editor-using-javascript-and-html-dom/,"Project Introduction: In this article, we will learn how to make a simple text editor JavaScript application where we can manipulate the user input in… ","HTML-DOM, HTML-Questions, HTML5, JavaScript-Questions, CSS, HTML, JavaScript, Project, Web Technologies"
73,Heating Effect of Electric Current,https://www.geeksforgeeks.org/heating-effect-of-electric-current/,"Electrons are very minute small particles that exist inside the molecular structure of a substance. Sometimes very commonly, these electrons are tightly held, and some… ","Class 10, School Learning, School Physics"
73,Electric Charge,https://www.geeksforgeeks.org/electric-charge/,Electric Charge is something which can be seen and experienced also in our daily life. The concept of electric charge came first after the observation… ,"Picked, Class 8, School Learning, School Physics"
73,Refraction of Light through Glass Slab,https://www.geeksforgeeks.org/refraction-of-light-through-glass-slab/,"Glass slab is a substance or sheet made of a glass material having 3 dimensions that is length breadth and height, it is cuboidal shaped.… ","Class 10, School Learning, School Physics"
73,Types of Polygons,https://www.geeksforgeeks.org/types-of-polygons/,Polygon is nothing but a closed figure(end to end connected) made up of more than 2 line segments on a 2-dimensional plane. The word Polygon… ,"Mensuration 2D, Picked, Class 8, School Learning, School Mathematics"
73,Pair of Linear Equations in Two Variables,https://www.geeksforgeeks.org/pair-of-linear-equations-in-two-variables/,"Linear equations are used to describe a relationship between two variables. Sometimes in some situations, we don’t know the values of the variables we want… ","Class 10, School Learning, School Mathematics"
73,What is Data Organization?,https://www.geeksforgeeks.org/what-is-data-organization/,"Sometimes, we look at certain information and process the entire information for a long time, still it becomes hard to remember, especially when the data… ","Class 8, School Learning, School Mathematics"
73,Identifying Conic Sections from their Equation,https://www.geeksforgeeks.org/identifying-conic-sections-from-their-equation/,"Conic sections are curves generated when a plane intersects a right circular cone at different angles. Conic section has the definition in its name, It… ","Picked, Class 11, School Learning, School Mathematics"
74,java.nio.file.FileSystem class in java,https://www.geeksforgeeks.org/java-nio-file-filesystem-class-in-java/,"java.nio.file.FileSystem class provides an interface to a file system. The file system acts as a factory for creating different objects like Path, PathMatcher, UserPrincipalLookupService, and… ","Java-NIO package, Java"
74,Difference Between Fork/Join Framework and ExecutorService in Java,https://www.geeksforgeeks.org/difference-between-fork-join-framework-and-executorservice-in-java/,The Fork/Join framework provides fine-grained task execution framework with high performance for Java data parallelism. Its parallel computing engine is used by many higher-level frameworks.… ,"Picked, Difference Between, Java"
74,Java Program to Move All Uppercase Characters to the End,https://www.geeksforgeeks.org/java-program-to-move-all-uppercase-characters-to-the-end/,Given a string that contains uppercase letters as well as lower case letters. The task is to move all uppercase characters at the end of… ,"Java-String-Programs, Picked, Java, Java Programs"
74,Prototyping in UX Design – Benefits & Types,https://www.geeksforgeeks.org/prototyping-in-ux-design-benefits-types/,"If you’re a UX designer or a freelancer who does everything to build an application such as designing, coding, interacting with the clients (a one-man… ","GBlog, Web Technologies"
74,Distinct permutations of a number,https://www.geeksforgeeks.org/distinct-permutations-of-a-number/,"Given an integer N, the task is to print all distinct permutations of the number N. Examples: Input: N = 133Output: 133 313 331Explanation:There are… ","number-digits, permutation, Combinatorial, Mathematical"
74,Class 12 NCERT Solutions- Mathematics Part I – Chapter 5 Continuity And Differentiability – Exercise 5.1 | Set 2,https://www.geeksforgeeks.org/class-12-ncert-solutions-mathematics-part-i-chapter-5-continuity-and-differentiability-exercise-5-1-set-2/,Question 18. For what value of λ is the function defined by continuous at x = 0? What about continuity at x = 1? Solution:… ,"NCERT Solutions Class-12, Class 12, NCERT, School Learning, School Mathematics"
74,Y Scrambling for Model Validation,https://www.geeksforgeeks.org/y-scrambling-for-model-validation/,Y Scrambling is a method that one can use in order to test whether the predictions made by the model aren’t made just by chance.… ,"Machine Learning, Python"
74,java.net.Proxy Class in Java,https://www.geeksforgeeks.org/java-net-proxy-class-in-java/,"A proxy is an immutable object and type of tool or application or program or system, which helps to protect the information of its users… ","Java-Classes, Java-net-package, Picked, Java"
74,java.nio.ByteOrder Class in Java,https://www.geeksforgeeks.org/java-nio-byteorder-class-in-java/,"ByteOrder is a class from java.nio package. In general Byte Order mean the enumeration of ByteOrder. In java there are primitive data types like int,… ","Java-Classes, Java-NIO package, Picked, Java"
74,java.nio.Buffer Class in Java,https://www.geeksforgeeks.org/java-nio-buffer-class-in-java/,The Buffer class provides a buffer or a container for data chunks of specific primitive types. A finite sequence of elements is stored linearly in… ,"Java-Buffer, Java-Classes, Java-NIO package, Picked, Java"
74,Class 11 RD Sharma Solutions – Chapter 10 Sine and Cosine Formulae and Their Applications – Exercise 10.2 | Set 1,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-10-sine-and-cosine-formulae-and-their-applications-exercise-10-2-set-1/,"Question 1. In a ∆ABC, if a = 5, b = 6 and C = 60o, show that its area is (15√3)/2 sq. units. Solution:… ","Picked, RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
74,Class 12 RD Sharma Solutions – Chapter 19 Indefinite Integrals – Exercise 19.27,https://www.geeksforgeeks.org/class-12-rd-sharma-solutions-chapter-19-indefinite-integrals-exercise-19-27/,"Question 1. ∫eax cosbx dx Solution: We have, I = ∫eax cosbx dx  Using integration by parts, we get, I = eax (sinbx)/b − a∫eax… ","Picked, RD Sharma Class-12, Class 12, RD Sharma Solutions, School Learning, School Mathematics"
74,Program to find the value of P(N + r) for a polynomial of a degree N such that P(i) = 1 for 1 ≤ i ≤ N and P(N + 1) = a,https://www.geeksforgeeks.org/program-to-find-the-value-of-pn-r-for-a-polynomial-of-a-degree-n-such-that-pi-1-for-1-i-n-and-pn-1-a/,"Given three positive integers N, R, and A and a polynomial P(X) of degree N, P(i) = 1 for 1 ≤ i ≤ N and… ","factorial, maths-polynomial, Mathematical"
74,Size of smallest square that contains N non-overlapping rectangles of given dimensions,https://www.geeksforgeeks.org/size-of-smallest-square-that-contains-n-non-overlapping-rectangles-of-given-dimensions/,"Given two positive integers W and H and N rectangles of dimension W*H, the task is to find the smallest size of the square required… ","Binary Search, Geometric-Lines, square-rectangle, Geometric, Mathematical, Searching"
74,Reorder characters of a string to valid English representations of digits,https://www.geeksforgeeks.org/reorder-characters-of-a-string-to-valid-english-representations-of-digits/,"Given a string S of length N, consisting of lowercase characters containing reordered English representations of digits [0 – 9], the task is to print… ","number-digits, permutation, python-map, Combinatorial, Greedy, Hash, Mathematical, Strings"
75,Find all substrings that are anagrams of another substring of the string S,https://www.geeksforgeeks.org/find-all-substrings-that-are-anagrams-of-another-substring-of-the-string-s/,"Given a string S, the task is to find all the substrings in the string S which is an anagram of another different substring in… ","anagram, substring, Hash, Sorting, Strings"
75,Check if count of substrings in S with string S1 as prefix and S2 as suffix is equal to that with S2 as prefix and S1 as suffix,https://www.geeksforgeeks.org/check-if-count-of-substrings-in-s-with-string-s1-as-prefix-and-s2-as-suffix-is-equal-to-that-with-s2-as-prefix-and-s1-as-suffix/,"Given three strings S, S1, and S2, the task is to check if the number of substrings that start and end with S1 and S2… ","prefix, substring, Suffix, Searching, Strings"
75,Count integers up to N that are equal to at least 2nd power of any integer exceeding 1,https://www.geeksforgeeks.org/count-integers-up-to-n-that-are-equal-to-at-least-2nd-power-of-any-integer-exceeding-1/,"Given a positive integer N, the task is to count the number of integers from the range [1, N], that can be represented as ab,… ","maths-power, Greedy, Mathematical, Searching"
75,C program to draw the Olympics Logo using graphics,https://www.geeksforgeeks.org/c-program-to-draw-the-olympics-logo-using-graphics/,"In this article, we will discuss how to design the Olympics Logo using Graphics. Approach: Draw five circles according to positions in the logo using… ","c-graphics, computer-graphics, C Language, C Programs"
75,Class 12 NCERT Solutions- Mathematics Part I – Chapter 1 Relations And Functions -Miscellaneous Exercise on Chapter 1 | Set 2,https://www.geeksforgeeks.org/class-12-ncert-solutions-mathematics-part-i-chapter-1-relations-and-functions-miscellaneous-exercise-on-chapter-1-set-2/,"Question 11: Let S = {a, b, c} and T = {1, 2, 3}. Find F–1 of the following functions F from S to T,… ","NCERT Solutions Class-12, Class 12, NCERT, School Learning, School Mathematics"
75,Class 12 NCERT Solutions- Mathematics Part I – Chapter 1 Relations And Functions -Miscellaneous Exercise on Chapter 1 | Set 1,https://www.geeksforgeeks.org/class-12-ncert-solutions-mathematics-part-i-chapter-1-relations-and-functions-miscellaneous-exercise-on-chapter-1-set-1/,Question 1. Let f : R → R be defined as f(x) = 10x + 7. Find the function g : R → R such… ,"NCERT Solutions Class-12, Picked, Class 12, NCERT, School Learning, School Mathematics"
75,Class 10 RD Sharma Solutions – Chapter 4 Triangles – Exercise 4.5 | Set 2,https://www.geeksforgeeks.org/class-10-rd-sharma-solutions-chapter-4-triangles-exercise-4-5-set-2/,"Question 13. The perimeters of two similar triangles are 25 cm and 15 cm, respect. If one side of the first triangle is 9 cm,… ","RD Sharma Class-10, Class 10, RD Sharma Solutions, School Learning, School Mathematics"
75,Class 10 RD Sharma Solutions – Chapter 4 Triangles – Exercise 4.5 | Set 1,https://www.geeksforgeeks.org/class-10-rd-sharma-solutions-chapter-4-triangles-exercise-4-5-set-1/,"Question 1. In fig., ΔACB ∼ ΔAPQ. If BC = 8 cm, PQ = 4 cm, BA = 6.5 cm and AP = 2.8 cm,… ","Picked, RD Sharma Class-10, Class 10, RD Sharma Solutions, School Learning, School Mathematics"
75,How Lightning Works?,https://www.geeksforgeeks.org/how-lightning-works/,It is often seen a bright flash of light in the clouds followed by a sound called thunder. This bright flash of light is known… ,"Picked, Class 8, School Learning, School Physics"
75,Best Project Development Tips for Every Computer Science Student,https://www.geeksforgeeks.org/best-project-development-tips-for-every-computer-science-student/,"“If you haven’t done Projects then, what have you done?” Don’t get disheartened by the above statement, but this is the real truth! As an… ","GBlog, TechTips"
75,"Basic Constructions – Angle Bisector, Perpendicular Bisector, Angle of 60°",https://www.geeksforgeeks.org/basic-constructions-angle-bisector-perpendicular-bisector-angle-of-60/,"Most of the time we use diagrams while depicting the shapes and scenarios in mathematics. But they are not precise, they are just a representation… ","Class 9, School Learning, School Mathematics"
75,What’s the difference between forceUpdate vs setState ?,https://www.geeksforgeeks.org/whats-the-difference-between-forceupdate-vs-setstate/,The difference between forceUpdate() and setState() is te setState() re-render the component if some state or props of that component is changed. When we call… ,"Picked, React-Questions, ReactJS, Web Technologies"
75,How to run many parallel HTTP requests using Node.js ?,https://www.geeksforgeeks.org/how-to-run-many-parallel-http-requests-using-node-js/,"We know NodeJS application is single-threaded. Say, if processing involves request A that takes 10 seconds, it does not mean that a request which comes… ","Node.js-HTTP-Module, Node.js-Methods, NodeJS-Questions, Picked, Node.js, Web Technologies"
75,How to calculate days left until next Christmas using JavaScript ?,https://www.geeksforgeeks.org/how-to-calculate-days-left-until-next-christmas-using-javascript/,"In this article, we will learn how to calculate the number of days left until next Christmas using JavaScript. Christmas marks the birth of Christ,… ","javascript-date, JavaScript-Methods, JavaScript-Questions, Picked, JavaScript, Web Technologies"
75,Create a Quote generator web app with pure JavaScript using an API,https://www.geeksforgeeks.org/create-a-quote-generator-web-app-with-pure-javascript-using-an-api/,In this tutorial we are going to create a web app that fetches motivational and inspirational quotes using an API. Application Requirements: Bootstrap 4 CDN… ,"HTML-DOM, JavaScript-Methods, JavaScript-Questions, JavaScript, Web Technologies"
76,How to enable extra set of restrictions for content in an iframe element in HTML5 ?,https://www.geeksforgeeks.org/how-to-enable-extra-set-of-restrictions-for-content-in-an-iframe-element-in-html5/,Approach : The approach of this article is to learn how to enable an extra set of restrictions for the content in an iframe element… ,"HTML-Attributes, HTML-Questions, HTML-Tags, Picked, HTML, Web Technologies"
76,How to create Perspective Text using HTML & CSS ?,https://www.geeksforgeeks.org/how-to-create-perspective-text-using-html-css/,"In this article, we are going to create an illusion of images below the main image. This is a simple article, we can achieve our… ","CSS-Properties, CSS-Questions, CSS-Selectors, HTML-Questions, HTML-Tags, CSS, HTML, Web Technologies"
76,How to add a list elements within an unordered list element using jQuery ?,https://www.geeksforgeeks.org/how-to-add-a-list-elements-within-an-unordered-list-element-using-jquery/,"Here in this article, we will see that how we can add a list to the Unordered List using jQuery. So the function which we… ","HTML-Attributes, HTML-Questions, HTML-Tags, jQuery-Methods, jQuery-Questions, Picked, HTML, JQuery, Web Technologies"
76,How to create proxy server on Heroku in Node.js ?,https://www.geeksforgeeks.org/how-to-create-proxy-server-on-heroku-in-node-js/,The following approach covers how to create a proxy server on Heroku using NodeJS. Heroku is a cloud application platform that is used as PaaS… ,"Node.js-Methods, NodeJS-Questions, Picked, Node.js, Web Technologies"
76,How to set an alternate text for area in HTML5 ?,https://www.geeksforgeeks.org/how-to-set-an-alternate-text-for-area-in-html5/,"In this article, we will learn how to specify an alternate text for an area in HTML5. This alternate text is displayed due to various… ","HTML-Attributes, HTML-Questions, HTML-Tags, HTML5, Picked, HTML, Web Technologies"
76,How to uncheck all other checkboxes apart from one using jQuery ?,https://www.geeksforgeeks.org/how-to-uncheck-all-other-checkboxes-apart-from-one-using-jquery/,"In this article, we will see how to uncheck all checkboxes except first using jQuery. Approach: First, we need to get all check box elements… ","HTML-Attributes, HTML-Tags, jQuery-Methods, jQuery-Questions, Picked, JQuery, Web Technologies"
76,How to find all paragraph elements using jQuery ?,https://www.geeksforgeeks.org/how-to-find-all-paragraph-elements-using-jquery/,Given a webpage containing paragraph elements and the task is to find every paragraph element using the jQuery module. We have to find the <p>… ,"jQuery-Methods, jQuery-Questions, Picked, JQuery, Web Technologies"
76,How to write a function that returns array elements larger than a number in JavaScript ?,https://www.geeksforgeeks.org/how-to-write-a-function-that-returns-array-elements-larger-than-a-number-in-javascript/,Given an array arr and number n and the task is to write a function that returns an array whose items are larger than n.… ,"JavaScript-Questions, Numbers, Picked, JavaScript, Web Technologies"
76,How to use mocha with mongoose ?,https://www.geeksforgeeks.org/how-to-use-mocha-with-mongoose/,Mocha: Mocha is a testing framework that is used to perform tests within our application.It makes sure everything works correctly. ‘Mocha in Node.js’ means using… ,"Mongoose, NodeJS-Questions, Picked, MongoDB, Node.js, Web Technologies"
76,How to specify a division element should be resizable in CSS ?,https://www.geeksforgeeks.org/how-to-specify-a-division-element-should-be-resizable-in-css/,"In this article, we will learn how to specify that a division element should be resizable by the user using CSS. Approach: The resize property… ","CSS-Properties, CSS-Questions, HTML-Questions, Picked, CSS, HTML, Web Technologies"
76,What is the best way to add an event in JavaScript ?,https://www.geeksforgeeks.org/what-is-the-best-way-to-add-an-event-in-javascript/,Javascript has events to provide a dynamic interface to a webpage. These events are hooked to elements in the Document Object Model(DOM). There are three… ,"JavaScript-Events, JavaScript-Methods, JavaScript-Questions, Picked, HTML, JavaScript, Web Technologies"
76,How to isolate a part of text that may be formatted in a different direction using HTML5 ?,https://www.geeksforgeeks.org/how-to-isolate-a-part-of-text-that-may-be-formatted-in-a-different-direction-using-html5/,The Task is to learn how to isolate a part of the text that may be formatted in a different direction using HTML5? Approach: As… ,"HTML-Basics, HTML-Questions, HTML-Tags, HTML5, Picked, HTML, Web Technologies"
76,How to use Javascript and Robotjs package to auto set up your desktop ?,https://www.geeksforgeeks.org/how-to-use-javascript-and-robotjs-package-to-auto-set-up-your-desktop/,This article shows the method to set up your desktop using automation with the help of Robotjs package and JavaScript.The below steps have to be… ,"JavaScript-Questions, JavaScript, Web Technologies"
76,How to save new state to local JSON using ReactJS ?,https://www.geeksforgeeks.org/how-to-save-new-state-to-local-json-using-reactjs/,Sometimes we need to store the state locally on the browser in a JSON format. We can save any information to the local storage of… ,"JSON, Picked, React-Questions, ReactJS, Web Technologies"
76,Create a route with “search url” as parameter using Express.js,https://www.geeksforgeeks.org/create-a-route-with-search-url-as-parameter-using-express-js/,"Express.js is the most powerful framework of the node.js. Express.js is a routing and Middleware framework for handling the different routing of the webpage, and… ","Express.js, Picked, Node.js, Web Technologies"
77,How to emit an event when a checkbox is clicked using Socket.IO?,https://www.geeksforgeeks.org/how-to-emit-an-event-when-a-checkbox-is-clicked-using-socket-io/,Problem Statement: Task is to perform an action by emitting an event from the backend whenever a particular checkbox is clicked in the frontend. This… ,"NodeJS-Questions, Picked, Node.js, Web Technologies"
77,Material UI Button Component,https://www.geeksforgeeks.org/material-ui-button-component/,"Material-UI is a user interface library that provides predefined and customizable React components for faster and easy web development, these Material-UI components are based on… ","Material-UI, Picked, ReactJS, Web Technologies"
77,Collection and Presentation of Data,https://www.geeksforgeeks.org/collection-and-presentation-of-data/,"We come across a lot of information every day from different sources. Our newspapers, TV, Phone and the Internet, etc are the sources of information… ","Class 9, School Learning, School Mathematics"
77,Introduction and Installation of Nightmare.js,https://www.geeksforgeeks.org/introduction-and-installation-of-nightmare-js/,Nightmare is provided by Segment and is a high-level browser automation library. The goal for this Nightmare is to follow the path of the user… ,"NightmareJS, Picked, JavaScript, Web Technologies"
77,How to Fix java.net.ConnectException: Connection refused: connect in Java?,https://www.geeksforgeeks.org/how-to-fix-java-net-connectexception-connection-refused-connect-in-java/,java.net.ConnectException: Connection refused: connect is the most frequent kind of occurring networking exception in Java whenever the software is in client-server architecture and trying to… ,"Java-Exceptions, Picked, How To, Java"
77,How to Fix java.io.StreamCorruptedException: invalid type code in Java?,https://www.geeksforgeeks.org/how-to-fix-java-io-streamcorruptedexception-invalid-type-code-in-java/,There are several problems been faced which are as follows: When you write an object in a file using serialization in java for the first… ,"Java-Exceptions, How To, Java"
